Variable,Description,,,,,,,,,,,,,,,,,,,,,,
Q8_124base,Have a preferred GP - Total responses excluding 'there is usually only one GP in my GP practice' (base for percentage calculations excluding % 'there is usually only one GP in my GP practice'),,,,,,,,,,,,,,,,,,,,,,
q8_1,"Have a preferred GP - Yes, for all appointments",,,,,,,,,,,,,,,,,,,,,,
q8_4,"Have a preferred GP - Yes, for some appointments but not others",,,,,,,,,,,,,,,,,,,,,,
q8_2,Have a preferred GP - No,,,,,,,,,,,,,,,,,,,,,,
q8_3,Have a preferred GP - There is usually only one GP in my GP practice,,,,,,,,,,,,,,,,,,,,,,
q8_14,"Have a preferred GP - Summary result - Yes (Combined 'Yes, for all appointments' and 'Yes, for some appointments but not others' responses)",,,,,,,,,,,,,,,,,,,,,,
q9base,Frequency of seeing or speaking to preferred GP - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q9_1234base,Frequency of seeing or speaking to preferred GP - Total responses excluding 'I have not tried' (base for percentage calculations excluding % 'I have not tried'),,,,,,,,,,,,,,,,,,,,,,
q9_1,Frequency of seeing or speaking to preferred GP - Always or almost always,,,,,,,,,,,,,,,,,,,,,,
q9_2,Frequency of seeing or speaking to preferred GP - A lot of the time,,,,,,,,,,,,,,,,,,,,,,
q9_3,Frequency of seeing or speaking to preferred GP - Some of the time,,,,,,,,,,,,,,,,,,,,,,
q9_4,Frequency of seeing or speaking to preferred GP - Never or almost never,,,,,,,,,,,,,,,,,,,,,,
q9_5,Frequency of seeing or speaking to preferred GP - I have not tried,,,,,,,,,,,,,,,,,,,,,,
q9_12,Frequency of seeing or speaking to preferred GP - Summary result - Always / A lot (Combined 'always or almost always' and 'a lot of the time' responses),,,,,,,,,,,,,,,,,,,,,,
Q75base,"When last tried to make a general practice appointment, for self or for someone else - Total responses",,,,,,,,,,,,,,,,,,,,,,
Q75_12346base,"When last tried to make a general practice appointment, for self or for someone else - Total responses excluding 'don't know' (base for percentage calculations excluding % 'don't know')",,,,,,,,,,,,,,,,,,,,,,
Q75_1,"When last tried to make a general practice appointment, for self or for someone else - In the past 3 months",,,,,,,,,,,,,,,,,,,,,,
Q75_2,"When last tried to make a general practice appointment, for self or for someone else - Between 3 and 6 months ago",,,,,,,,,,,,,,,,,,,,,,
Q75_3,"When last tried to make a general practice appointment, for self or for someone else - Between 6 and 12 months ago",,,,,,,,,,,,,,,,,,,,,,
Q75_4,"When last tried to make a general practice appointment, for self or for someone else - More than 12 months ago",,,,,,,,,,,,,,,,,,,,,,
Q75_5,"When last tried to make a general practice appointment, for self or for someone else - Don’t know",,,,,,,,,,,,,,,,,,,,,,
Q75_6,"When last tried to make a general practice appointment, for self or for someone else - I haven’t tried to make an appointment since being registered with my current GP practice",,,,,,,,,,,,,,,,,,,,,,
Q75_12,"When last tried to make a general practice appointment, for self or for someone else - Summary result - In the past 6 months (Combined 'in the past 3 months' and 'between 3 and 6 months ago' responses)",,,,,,,,,,,,,,,,,,,,,,
Q100base,Actions taken before trying to get an appointment - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q100_1,Actions taken before trying to get an appointment - Used an online NHS service (including NHS 111 online),,,,,,,,,,,,,,,,,,,,,,
Q100_2,"Actions taken before trying to get an appointment - Used a non-NHS online service, or looked online for information",,,,,,,,,,,,,,,,,,,,,,
Q100_3,Actions taken before trying to get an appointment - Spoke to a pharmacist,,,,,,,,,,,,,,,,,,,,,,
Q100_4,Actions taken before trying to get an appointment - Tried to treat myself / the person I was making this appointment for (for example with medication),,,,,,,,,,,,,,,,,,,,,,
Q100_5,"Actions taken before trying to get an appointment - Called an NHS helpline, such as NHS 111",,,,,,,,,,,,,,,,,,,,,,
Q100_6,Actions taken before trying to get an appointment - Contacted or used another NHS service,,,,,,,,,,,,,,,,,,,,,,
Q100_7,Actions taken before trying to get an appointment - Asked for advice from a friend or family member,,,,,,,,,,,,,,,,,,,,,,
Q100_8,Actions taken before trying to get an appointment - Tried to get information or advice elsewhere (from a non-NHS service),,,,,,,,,,,,,,,,,,,,,,
Q100_9,Actions taken before trying to get an appointment - I did not try to get information or advice,,,,,,,,,,,,,,,,,,,,,,
q11base,When would you have liked this appointment to be - Total responses,,,,,,,,,,,,,,,,,,,,,,
q11_1,When would you have liked this appointment to be - On the same day,,,,,,,,,,,,,,,,,,,,,,
q11_2,When would you have liked this appointment to be - On the next day,,,,,,,,,,,,,,,,,,,,,,
q11_3,When would you have liked this appointment to be - A few days later,,,,,,,,,,,,,,,,,,,,,,
q11_4,When would you have liked this appointment to be  - A week or more later,,,,,,,,,,,,,,,,,,,,,,
q11_5,When would you have liked this appointment to be  - I didn't have a specific day in mind,,,,,,,,,,,,,,,,,,,,,,
q11_6,When would you have liked this appointment to be  - Can't remember,,,,,,,,,,,,,,,,,,,,,,
Q101base,How did you try to book the appointment - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q101_1,How did you try to book the appointment - In person,,,,,,,,,,,,,,,,,,,,,,
Q101_2,"How did you try to book the appointment - By phone, through my practice",,,,,,,,,,,,,,,,,,,,,,
Q101_3,How did you try to book the appointment - By automated telephone booking,,,,,,,,,,,,,,,,,,,,,,
Q101_4,"How did you try to book the appointment - Online, including on a website or through an app",,,,,,,,,,,,,,,,,,,,,,
Q101_5,How did you try to book the appointment - In another way,,,,,,,,,,,,,,,,,,,,,,
Q115base,Were you asked for any information about your reasons for making the appointment - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q115_123456base,Were you asked for any information about your reasons for making the appointment - Total responses excluding 'don’t know / can’t remember' (base for percentage calculations excluding % 'don't know / can't remember'),,,,,,,,,,,,,,,,,,,,,,
Q115_1,"Were you asked for any information about your reasons for making the appointment - Yes, during a phone call ",,,,,,,,,,,,,,,,,,,,,,
Q115_2,"Were you asked for any information about your reasons for making the appointment - Yes, during a face-to-face conversation",,,,,,,,,,,,,,,,,,,,,,
Q115_3,"Were you asked for any information about your reasons for making the appointment - Yes, in an online form",,,,,,,,,,,,,,,,,,,,,,
Q115_4,"Were you asked for any information about your reasons for making the appointment - Yes, by email",,,,,,,,,,,,,,,,,,,,,,
Q115_5,"Were you asked for any information about your reasons for making the appointment - Yes, during a video call",,,,,,,,,,,,,,,,,,,,,,
Q115_6,Were you asked for any information about your reasons for making the appointment - I was not asked for information,,,,,,,,,,,,,,,,,,,,,,
Q115_7,Were you asked for any information about your reasons for making the appointment - Don’t know / can’t remember,,,,,,,,,,,,,,,,,,,,,,
Q115_12345,"Were you asked for any information about your reasons for making the appointment  - Summary result - Yes (Combined 'yes' answer codes 1, 2, 3, 4 and 5)",,,,,,,,,,,,,,,,,,,,,,
Q116base,Who asked you for information about your reasons for making an appointment - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q116_1,Who asked you for information about your reasons for making an appointment - A receptionist,,,,,,,,,,,,,,,,,,,,,,
Q116_2,Who asked you for information about your reasons for making an appointment - A healthcare professional,,,,,,,,,,,,,,,,,,,,,,
Q116_3,Who asked you for information about your reasons for making an appointment - Don't know / can't remember,,,,,,,,,,,,,,,,,,,,,,
Q103base,Whether offered a choice of appointment - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q103_12345base,Whether offered a choice of appointment - Total responses excluding 'can't remember' and 'I did not need a choice' (base for percentage calculations excluding % 'can't remember' and % 'I did not need a choice'),,,,,,,,,,,,,,,,,,,,,,
Q103_1,"Whether offered a choice of appointment- Yes, a choice of place (for an appointment in person)",,,,,,,,,,,,,,,,,,,,,,
Q103_2,"Whether offered a choice of appointment - Yes, a choice of time or day",,,,,,,,,,,,,,,,,,,,,,
Q103_3,"Whether offered a choice of appointment - Yes, a choice of healthcare professional",,,,,,,,,,,,,,,,,,,,,,
Q103_4,"Whether offered a choice of appointment - Yes, a choice of type of appointment (phone call, online, video call, in person)",,,,,,,,,,,,,,,,,,,,,,
Q103_5,Whether offered a choice of appointment - None of these,,,,,,,,,,,,,,,,,,,,,,
Q103_6,Whether offered a choice of appointment - Can’t remember,,,,,,,,,,,,,,,,,,,,,,
Q103_7,Whether offered a choice of appointment -  I did not need a choice,,,,,,,,,,,,,,,,,,,,,,
Q103_1234,"Whether offered a choice of appointment- Summary result - Yes (Combined 'yes' answer codes 1, 2, 3 and 4)",,,,,,,,,,,,,,,,,,,,,,
Q104base,Satisfaction with appointment offered - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q104_123base,Satisfaction with appointment offered - Total responses excluding ' I was not offered an appointment' (base for percentage calculations excluding % 'I was not offered an appointment'),,,,,,,,,,,,,,,,,,,,,,
Q104_1,"Satisfaction with appointment offered - Yes, and I accepted an appointment",,,,,,,,,,,,,,,,,,,,,,
Q104_2,"Satisfaction with appointment offered - No, but I still took an appointment",,,,,,,,,,,,,,,,,,,,,,
Q104_3,"Satisfaction with appointment offered - No, and I did not take an appointment",,,,,,,,,,,,,,,,,,,,,,
Q104_4,Satisfaction with appointment offered - I was not offered an appointment,,,,,,,,,,,,,,,,,,,,,,
Q104_12,"Satisfaction with appointment offered - Summary result - Accepted appointment (Combined 'yes, and I accepted an appointment' and 'no, but I still took an appointment' responses)",,,,,,,,,,,,,,,,,,,,,,
Q105base,Reason for not getting appointment - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q105_1,Reason for not getting appointment - There weren't any appointments available for the time or day I wanted,,,,,,,,,,,,,,,,,,,,,,
Q105_2,Reason for not getting appointment - The appointment was at too short notice,,,,,,,,,,,,,,,,,,,,,,
Q105_3,Reason for not getting appointment - The appointment wasn’t soon enough,,,,,,,,,,,,,,,,,,,,,,
Q105_4,Reason for not getting appointment - I couldn’t book ahead at my GP practice,,,,,,,,,,,,,,,,,,,,,,
Q105_5,Reason for not getting appointment - There weren’t any appointments at the place I wanted,,,,,,,,,,,,,,,,,,,,,,
Q105_6,Reason for not getting appointment - The appointment was too far away / too difficult to get to,,,,,,,,,,,,,,,,,,,,,,
Q105_7,Reason for not getting appointment - I couldn’t see my preferred GP,,,,,,,,,,,,,,,,,,,,,,
Q105_8,Reason for not getting appointment - There weren’t any appointments with the healthcare professional I wanted,,,,,,,,,,,,,,,,,,,,,,
Q105_9,Reason for not getting appointment - The type of appointment I wanted was not available,,,,,,,,,,,,,,,,,,,,,,
Q105_10,Reason for not getting appointment - I was not offered an appointment,,,,,,,,,,,,,,,,,,,,,,
Q105_11,Reason for not getting appointment - My practice helped in another way,,,,,,,,,,,,,,,,,,,,,,
Q105_12,Reason for not getting appointment - Another reason,,,,,,,,,,,,,,,,,,,,,,
Q106base,Action after not accepting appointment or not being offered an appointment - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q106_1,Action after not accepting appointment or not being offered an appointment - Got an appointment for a different day,,,,,,,,,,,,,,,,,,,,,,
Q106_2,"Action after not accepting appointment or not being offered an appointment - Called an NHS helpline, such as NHS 111",,,,,,,,,,,,,,,,,,,,,,
Q106_3,Action after not accepting appointment or not being offered an appointment - Used an online NHS service (including NHS 111 online),,,,,,,,,,,,,,,,,,,,,,
Q106_4,"Action after not accepting appointment or not being offered an appointment - Used a non-NHS online service, or looked online for information",,,,,,,,,,,,,,,,,,,,,,
Q106_5,Action after not accepting appointment or not being offered an appointment - Went to A&E,,,,,,,,,,,,,,,,,,,,,,
Q106_6,Action after not accepting appointment or not being offered an appointment - Spoke to a pharmacist,,,,,,,,,,,,,,,,,,,,,,
Q106_7,Action after not accepting appointment or not being offered an appointment - Contacted or used another NHS service,,,,,,,,,,,,,,,,,,,,,,
Q106_8,Action after not accepting appointment or not being offered an appointment - Contacted or used another non-NHS service,,,,,,,,,,,,,,,,,,,,,,
Q106_9,Action after not accepting appointment or not being offered an appointment - Decided to contact my practice another time,,,,,,,,,,,,,,,,,,,,,,
Q106_10,Action after not accepting appointment or not being offered an appointment - Spoke to a friend or family member,,,,,,,,,,,,,,,,,,,,,,
Q106_11,Action after not accepting appointment or not being offered an appointment - My practice helped in another way,,,,,,,,,,,,,,,,,,,,,,
Q106_12,Action after not accepting appointment or not being offered an appointment - Didn’t see or speak to anyone,,,,,,,,,,,,,,,,,,,,,,
Q13_NEWbase,What type of appointment did you get - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q13_NEW_1,What type of appointment did you get - To speak to someone on the phone,,,,,,,,,,,,,,,,,,,,,,
Q13_NEW_2,What type of appointment did you get - To see someone at my GP practice,,,,,,,,,,,,,,,,,,,,,,
Q13_NEW_3,What type of appointment did you get - To see someone at another general practice location,,,,,,,,,,,,,,,,,,,,,,
Q13_NEW_4,"What type of appointment did you get - To speak to someone online, for example on a video call",,,,,,,,,,,,,,,,,,,,,,
Q13_NEW_5,What type of appointment did you get - For a home visit,,,,,,,,,,,,,,,,,,,,,,
Q13_NEW_14,"What type of appointment did you get - Summary result - Remote appointment (Combined 'to speak to someone on the phone' and 'to speak to someone online, for example on a video call' responses)",,,,,,,,,,,,,,,,,,,,,,
Q13_NEW_235,What type of appointment did you get - Summary result - In-person appointment (Combined 'to see someone at my GP practice' and 'to see someone at another general practice location' and 'for a home visit' responses),,,,,,,,,,,,,,,,,,,,,,
q14base,How long until the appointment took place - Total responses,,,,,,,,,,,,,,,,,,,,,,
q14_1,How long until the appointment took place - On the same day,,,,,,,,,,,,,,,,,,,,,,
q14_2,How long until the appointment took place - On the next day,,,,,,,,,,,,,,,,,,,,,,
q14_3,How long until the appointment took place - A few days later,,,,,,,,,,,,,,,,,,,,,,
q14_4,How long until the appointment took place - A week or more later,,,,,,,,,,,,,,,,,,,,,,
q14_5,How long until the appointment took place - Can't remember,,,,,,,,,,,,,,,,,,,,,,
Q18base,Overall experience of making an appointment - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q18_1,Overall experience of making an appointment - Very good,,,,,,,,,,,,,,,,,,,,,,
Q18_2,Overall experience of making an appointment - Fairly good,,,,,,,,,,,,,,,,,,,,,,
Q18_3,Overall experience of making an appointment - Neither good nor poor,,,,,,,,,,,,,,,,,,,,,,
Q18_4,Overall experience of making an appointment - Fairly poor,,,,,,,,,,,,,,,,,,,,,,
Q18_5,Overall experience of making an appointment - Very poor,,,,,,,,,,,,,,,,,,,,,,
Q18_12,Overall experience of making an appointment - Summary result - Good (Combined 'very good' and 'fairly good' responses),,,,,,,,,,,,,,,,,,,,,,
Q83base,When last general practice appointment was - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q83_1,When last general practice appointment was - In the past 3 months,,,,,,,,,,,,,,,,,,,,,,
Q83_2,When last general practice appointment was - Between 3 and 6 months ago,,,,,,,,,,,,,,,,,,,,,,
Q83_3,When last general practice appointment was - Between 6 and 12 months ago,,,,,,,,,,,,,,,,,,,,,,
Q83_4,When last general practice appointment was - More than 12 months ago,,,,,,,,,,,,,,,,,,,,,,
Q83_5,When last general practice appointment was - I haven’t had an appointment since being registered with my current GP practice,,,,,,,,,,,,,,,,,,,,,,
Q83_12,When last general practice appointment was - Summary result - In the past 6 months (Combined 'in the past 3 months' and 'between 3 and 6 months ago' responses),,,,,,,,,,,,,,,,,,,,,,
Q107base,What type of appointment was your last general practice appointment - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q107_1,What type of appointment was your last general practice appointment - To speak to someone on the phone,,,,,,,,,,,,,,,,,,,,,,
Q107_2,What type of appointment was your last general practice appointment - To see someone at my GP practice,,,,,,,,,,,,,,,,,,,,,,
Q107_3,What type of appointment was your last general practice appointment - To see someone at another general practice location,,,,,,,,,,,,,,,,,,,,,,
Q107_4,What type of appointment was your last general practice appointment - To speak to someone online (for example on a video call),,,,,,,,,,,,,,,,,,,,,,
Q107_5,What type of appointment was your last general practice appointment - For a home visit,,,,,,,,,,,,,,,,,,,,,,
Q107_14,What type of appointment was your last general practice appointment - Summary result - Remote appointment (Combined 'to speak to someone on the phone' and 'to speak to someone online (for example on a video call)' responses),,,,,,,,,,,,,,,,,,,,,,
Q107_235,What type of appointment was your last general practice appointment - Summary result - In-person appointment (Combined 'to see someone at my GP practice' and 'to see someone at another general practice location' and 'for a home visit' responses),,,,,,,,,,,,,,,,,,,,,,
Q108base,Were you given a time for the appointment - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q108_123base,Were you given a time for the appointment - Total responses excluding 'can't remember / don't know' (base for percentage calculations excluding % 'can't remember / don’t know'),,,,,,,,,,,,,,,,,,,,,,
Q108_1,"Were you given a time for the appointment - Yes, I was given a set time",,,,,,,,,,,,,,,,,,,,,,
Q108_2,Were you given a time for the appointment - I was told I would be contacted between two times or during a set period such as a morning or afternoon,,,,,,,,,,,,,,,,,,,,,,
Q108_3,"Were you given a time for the appointment - No, I was not given a time",,,,,,,,,,,,,,,,,,,,,,
Q108_4,Were you given a time for the appointment - Can’t remember / don’t know,,,,,,,,,,,,,,,,,,,,,,
Q108_12,Were you given a time for the appointment - Summary result - Yes (Combined answer codes 1 and 2),,,,,,,,,,,,,,,,,,,,,,
Q117base,Whether appointment happened at time or during slot given - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q117_123base,Whether appointment happened at time or during slot given - Total responses excluding 'can't remember' (base for percentage calculations exluding % 'can't remember'),,,,,,,,,,,,,,,,,,,,,,
Q117_1,Whether appointment happened at time or during slot given - Earlier,,,,,,,,,,,,,,,,,,,,,,
Q117_2,Whether appointment happened at time or during slot given - On time or during slot,,,,,,,,,,,,,,,,,,,,,,
Q117_3,Whether appointment happened at time or during slot given - Later,,,,,,,,,,,,,,,,,,,,,,
Q117_4,Whether appointment happened at time or during slot given - Can’t remember,,,,,,,,,,,,,,,,,,,,,,
Q84base,Who last general practice appointment with - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q84_1,Who last general practice appointment with - A GP,,,,,,,,,,,,,,,,,,,,,,
Q84_2,Who last general practice appointment with - A nurse,,,,,,,,,,,,,,,,,,,,,,
Q84_3,Who last general practice appointment with - A general practice pharmacist,,,,,,,,,,,,,,,,,,,,,,
Q84_4,Who last general practice appointment with - A mental health professional,,,,,,,,,,,,,,,,,,,,,,
Q84_5,Who last general practice appointment with - Another healthcare professional,,,,,,,,,,,,,,,,,,,,,,
Q84_6,Who last general practice appointment with - Don’t know / not sure who I saw,,,,,,,,,,,,,,,,,,,,,,
Q86abase,"Last time you had a general practice appointment, how good was the healthcare professional at: Giving you enough time - Total responses",,,,,,,,,,,,,,,,,,,,,,
Q86a_12345base,"Last time you had a general practice appointment, how good was the healthcare professional at: Giving you enough time - Total responses excluding 'doesn't apply' (base for percentage calculations excluding % 'doesn't apply')",,,,,,,,,,,,,,,,,,,,,,
Q86a_1,"Last time you had a general practice appointment, how good was the healthcare professional at: Giving you enough time - Very good",,,,,,,,,,,,,,,,,,,,,,
Q86a_2,"Last time you had a general practice appointment, how good was the healthcare professional at: Giving you enough time - Good",,,,,,,,,,,,,,,,,,,,,,
Q86a_3,"Last time you had a general practice appointment, how good was the healthcare professional at: Giving you enough time - Neither good nor poor",,,,,,,,,,,,,,,,,,,,,,
Q86a_4,"Last time you had a general practice appointment, how good was the healthcare professional at: Giving you enough time - Poor",,,,,,,,,,,,,,,,,,,,,,
Q86a_5,"Last time you had a general practice appointment, how good was the healthcare professional at: Giving you enough time - Very poor",,,,,,,,,,,,,,,,,,,,,,
Q86a_6,"Last time you had a general practice appointment, how good was the healthcare professional at: Giving you enough time - Doesn't apply",,,,,,,,,,,,,,,,,,,,,,
Q86a_12,"Last time you had a general practice appointment, how good was the healthcare professional at: Giving you enough time - Summary result - Good (Combined 'very good' and 'good' responses)",,,,,,,,,,,,,,,,,,,,,,
Q86bbase,"Last time you had a general practice appointment, how good was the healthcare professional at: Listening to you - Total responses",,,,,,,,,,,,,,,,,,,,,,
Q86b_12345base,"Last time you had a general practice appointment, how good was the healthcare professional at: Listening to you - Total responses excluding 'doesn't apply' (base for percentage calculations excluding % 'doesn't apply')",,,,,,,,,,,,,,,,,,,,,,
Q86b_1,"Last time you had a general practice appointment, how good was the healthcare professional at: Listening to you - Very good",,,,,,,,,,,,,,,,,,,,,,
Q86b_2,"Last time you had a general practice appointment, how good was the healthcare professional at: Listening to you - Good",,,,,,,,,,,,,,,,,,,,,,
Q86b_3,"Last time you had a general practice appointment, how good was the healthcare professional at: Listening to you - Neither good nor poor",,,,,,,,,,,,,,,,,,,,,,
Q86b_4,"Last time you had a general practice appointment, how good was the healthcare professional at: Listening to you - Poor",,,,,,,,,,,,,,,,,,,,,,
Q86b_5,"Last time you had a general practice appointment, how good was the healthcare professional at: Listening to you - Very poor",,,,,,,,,,,,,,,,,,,,,,
Q86b_6,"Last time you had a general practice appointment, how good was the healthcare professional at: Listening to you - Doesn't apply",,,,,,,,,,,,,,,,,,,,,,
Q86b_12,"Last time you had a general practice appointment, how good was the healthcare professional at: Listening to you - Summary result - Good (Combined 'very good' and 'good' responses)",,,,,,,,,,,,,,,,,,,,,,
Q86ebase,"Last time you had a general practice appointment, how good was the healthcare professional at: Treating you with care and concern - Total responses",,,,,,,,,,,,,,,,,,,,,,
Q86e_12345base,"Last time you had a general practice appointment, how good was the healthcare professional at: Treating you with care and concern - Total responses excluding 'doesn't apply' (base for percentage calculations excluding % 'doesn't apply')",,,,,,,,,,,,,,,,,,,,,,
Q86e_1,"Last time you had a general practice appointment, how good was the healthcare professional at: Treating you with care and concern - Very good",,,,,,,,,,,,,,,,,,,,,,
Q86e_2,"Last time you had a general practice appointment, how good was the healthcare professional at: Treating you with care and concern - Good",,,,,,,,,,,,,,,,,,,,,,
Q86e_3,"Last time you had a general practice appointment, how good was the healthcare professional at: Treating you with care and concern - Neither good nor poor",,,,,,,,,,,,,,,,,,,,,,
